encounter_role_id,name,description,creator,date_created,changed_by,date_changed,retired,retired_by,date_retired,retire_reason,uuid

1,'Unknown','Unknownencounterroleforlegacyproviderswithnoencounterroleset',1,'2011-08-1814:00:00',NULL,NULL,0,NULL,NULL,NULL,'a0b03050-c99b-11e0-9572-0800200c9a66'
