form_field_id,form_id,field_id,field_number,field_part,page_number,parent_form_field,min_occurs,max_occurs,required,changed_by,date_changed,creator,date_created,sort_weight,uuid
372,15,217,1,NULL,NULL,357,NULL,NULL,0,1,'2005-08-0810:54:00',1,'2005-08-0600:00:00',2050.00000,'c06aa3d6-1691-11df-97a5-7038c432aabf'

373,15,218,4,NULL,NULL,NULL,NULL,NULL,0,1,'2005-08-0807:16:00',1,'2005-08-0600:00:00',970.00000,'c06aa4fd-1691-11df-97a5-7038c432aabf'

375,15,216,2,NULL,NULL,357,NULL,NULL,0,1,'2005-08-0811:45:00',1,'2005-08-0600:00:00',2060.00000,'c06aa629-1691-11df-97a5-7038c432aabf'

376,15,214,3,NULL,NULL,357,NULL,NULL,0,1,'2005-08-0811:46:00',1,'2005-08-0600:00:00',2070.00000,'c06aa759-1691-11df-97a5-7038c432aabf'

379,15,179,40,NULL,NULL,356,NULL,NULL,0,1,'2005-08-0818:21:00',1,'2005-08-0600:00:00',2040.00000,'c06aa880-1691-11df-97a5-7038c432aabf'

380,15,190,44,NULL,5,375,NULL,NULL,0,1,'2005-08-0819:20:00',1,'2005-08-0600:00:00',2440.00000,'c06aa9de-1691-11df-97a5-7038c432aabf'

383,15,307,4,NULL,5,357,NULL,NULL,0,NULL,NULL,1,'2006-02-1323:16:00',2080.00000,'c06aab12-1691-11df-97a5-7038c432aabf'

384,15,310,10,'a',1,356,NULL,NULL,0,NULL,NULL,1,'2006-02-1323:16:00',1210.00000,'c06aac46-1691-11df-97a5-7038c432aabf'

385,15,213,11,NULL,1,356,NULL,NULL,0,1,'2006-02-1402:14:00',1,'2006-02-1402:14:00',1300.00000,'c06aad6d-1691-11df-97a5-7038c432aabf'

386,15,311,11,'a',1,356,NULL,NULL,0,1,'2006-02-1402:14:00',1,'2006-02-1402:14:00',1330.00000,'c06aae9d-1691-11df-97a5-7038c432aabf'

387,15,312,15,NULL,2,356,NULL,NULL,0,1,'2006-02-1402:17:00',1,'2006-02-1402:17:00',1390.00000,'c06aafc9-1691-11df-97a5-7038c432aabf'

392,15,313,22,NULL,2,372,NULL,NULL,0,1,'2006-02-1403:01:00',1,'2006-02-1403:01:00',2220.00000,'c06ab0f8-1691-11df-97a5-7038c432aabf'

393,15,314,39,NULL,4,356,NULL,NULL,0,1,'2006-02-1403:09:00',1,'2006-02-1403:09:00',1960.00000,'c06ab21f-1691-11df-97a5-7038c432aabf'

394,16,150,8,NULL,1,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2710.00000,'c06ab34f-1691-11df-97a5-7038c432aabf'

395,16,182,13,NULL,2,481,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',3190.00000,'c06ab476-1691-11df-97a5-7038c432aabf'

396,16,141,7,NULL,1,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2680.00000,'c06ab5a2-1691-11df-97a5-7038c432aabf'

397,16,137,5,'b',1,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2600.00000,'c06ab6cd-1691-11df-97a5-7038c432aabf'

398,16,185,13,NULL,2,481,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',3200.00000,'c06ab7f8-1691-11df-97a5-7038c432aabf'

399,16,134,5,'a',1,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2580.00000,'c06ab924-1691-11df-97a5-7038c432aabf'

400,16,161,9,NULL,1,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2770.00000,'c06aba54-1691-11df-97a5-7038c432aabf'

401,16,174,11,NULL,2,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2890.00000,'c06abb7f-1691-11df-97a5-7038c432aabf'

402,16,176,11,NULL,2,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2900.00000,'c06abcaa-1691-11df-97a5-7038c432aabf'

403,16,175,11,NULL,2,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2910.00000,'c06abdd6-1691-11df-97a5-7038c432aabf'

404,16,135,5,'b',1,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2620.00000,'c06abf01-1691-11df-97a5-7038c432aabf'

405,16,195,13,NULL,2,481,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',3210.00000,'c06ac02d-1691-11df-97a5-7038c432aabf'

406,16,154,8,NULL,1,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2720.00000,'c06ac158-1691-11df-97a5-7038c432aabf'

407,16,143,7,NULL,1,480,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',3140.00000,'c06ac283-1691-11df-97a5-7038c432aabf'

408,16,164,10,NULL,2,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2860.00000,'c06ac3ab-1691-11df-97a5-7038c432aabf'

409,16,136,5,'b',1,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2630.00000,'c06ac4d6-1691-11df-97a5-7038c432aabf'

410,16,156,9,NULL,1,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2780.00000,'c06ac5fd-1691-11df-97a5-7038c432aabf'

411,16,131,4,NULL,1,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2570.00000,'c06b3770-1691-11df-97a5-7038c432aabf'

412,16,129,2,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2480.00000,'c06b38c2-1691-11df-97a5-7038c432aabf'

413,16,162,9,NULL,1,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2790.00000,'c06b39fe-1691-11df-97a5-7038c432aabf'

414,16,160,9,NULL,1,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2800.00000,'c06b3b2e-1691-11df-97a5-7038c432aabf'

415,16,167,11,NULL,2,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2920.00000,'c06b3c5e-1691-11df-97a5-7038c432aabf'

416,16,148,7,NULL,1,480,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',3150.00000,'c06b3d92-1691-11df-97a5-7038c432aabf'

417,16,144,7,NULL,1,480,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',3160.00000,'c06b3ec1-1691-11df-97a5-7038c432aabf'

418,16,145,7,NULL,1,480,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',3170.00000,'c06b3ff1-1691-11df-97a5-7038c432aabf'

419,16,146,7,NULL,1,480,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',3180.00000,'c06b4121-1691-11df-97a5-7038c432aabf'

420,16,138,5,'b',1,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2640.00000,'c06b4250-1691-11df-97a5-7038c432aabf'

421,16,178,11,NULL,2,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2930.00000,'c06b437c-1691-11df-97a5-7038c432aabf'

422,16,179,11,NULL,2,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2940.00000,'c06b44a7-1691-11df-97a5-7038c432aabf'

423,16,139,5,'b',1,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2650.00000,'c06b4693-1691-11df-97a5-7038c432aabf'

424,16,168,11,NULL,2,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2950.00000,'c06b4843-1691-11df-97a5-7038c432aabf'

425,16,200,13,NULL,2,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',3020.00000,'c06b497b-1691-11df-97a5-7038c432aabf'

426,16,163,9,NULL,1,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2810.00000,'c06b4aaf-1691-11df-97a5-7038c432aabf'

427,16,140,6,NULL,1,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2670.00000,'c06b4bdb-1691-11df-97a5-7038c432aabf'

428,16,165,10,NULL,2,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2870.00000,'c06b4d06-1691-11df-97a5-7038c432aabf'

429,16,127,3,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2490.00000,'c06b4e36-1691-11df-97a5-7038c432aabf'

430,16,149,8,NULL,1,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2730.00000,'c06b4f61-1691-11df-97a5-7038c432aabf'

431,16,128,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2470.00000,'c06b5095-1691-11df-97a5-7038c432aabf'

432,16,199,13,NULL,2,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',3030.00000,'c06b51bc-1691-11df-97a5-7038c432aabf'

433,16,114,NULL,NULL,NULL,431,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',3060.00000,'c06b52ec-1691-11df-97a5-7038c432aabf'

434,16,130,3,NULL,1,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2560.00000,'c06b5417-1691-11df-97a5-7038c432aabf'

435,16,151,8,NULL,1,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2740.00000,'c06b554b-1691-11df-97a5-7038c432aabf'

436,16,186,13,NULL,2,481,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',3230.00000,'c06b5677-1691-11df-97a5-7038c432aabf'

437,16,188,13,NULL,2,481,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',3240.00000,'c06b57a7-1691-11df-97a5-7038c432aabf'

438,16,169,11,NULL,2,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2960.00000,'c06b58ce-1691-11df-97a5-7038c432aabf'

439,16,133,5,'a',1,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2590.00000,'c06b59f9-1691-11df-97a5-7038c432aabf'

440,16,142,7,NULL,1,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2690.00000,'c06b5b24-1691-11df-97a5-7038c432aabf'

441,16,181,12,NULL,2,483,0,-1,0,NULL,NULL,1,'2006-02-1405:30:00',3380.00000,'c06b5c4c-1691-11df-97a5-7038c432aabf'

442,16,180,12,NULL,2,483,0,-1,0,NULL,NULL,1,'2006-02-1405:30:00',3390.00000,'c06b5e2f-1691-11df-97a5-7038c432aabf'

443,16,157,9,NULL,1,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2820.00000,'c06b682d-1691-11df-97a5-7038c432aabf'

444,16,183,13,NULL,2,481,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',3250.00000,'c06b695c-1691-11df-97a5-7038c432aabf'

445,16,184,13,NULL,2,481,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',3260.00000,'c06b6a84-1691-11df-97a5-7038c432aabf'

446,16,187,13,NULL,2,481,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',3270.00000,'c06bdb61-1691-11df-97a5-7038c432aabf'

447,16,190,13,NULL,2,481,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',3280.00000,'c06bdc95-1691-11df-97a5-7038c432aabf'

448,16,193,13,NULL,2,481,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',3290.00000,'c06bddc0-1691-11df-97a5-7038c432aabf'

449,16,197,13,NULL,2,488,NULL,NULL,0,1,'2006-02-1415:39:11',1,'2006-02-1415:39:11',3400.00000,'c06bdeeb-1691-11df-97a5-7038c432aabf'

450,16,198,13,NULL,2,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',3040.00000,'c06be01b-1691-11df-97a5-7038c432aabf'

451,16,132,NULL,NULL,1,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2550.00000,'c06be14f-1691-11df-97a5-7038c432aabf'

452,16,172,11,NULL,2,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2970.00000,'c06be29d-1691-11df-97a5-7038c432aabf'

453,16,171,11,NULL,2,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2980.00000,'c06be48d-1691-11df-97a5-7038c432aabf'

454,16,155,9,NULL,1,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2830.00000,'c06be65f-1691-11df-97a5-7038c432aabf'

455,16,158,9,NULL,1,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2840.00000,'c06be829-1691-11df-97a5-7038c432aabf'

456,16,196,13,NULL,2,479,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',3130.00000,'c06beb00-1691-11df-97a5-7038c432aabf'

457,16,147,7,NULL,1,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2700.00000,'c06bece3-1691-11df-97a5-7038c432aabf'

458,16,152,8,NULL,1,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2750.00000,'c06beecf-1691-11df-97a5-7038c432aabf'

459,16,189,13,NULL,2,481,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',3300.00000,'c06bf0b2-1691-11df-97a5-7038c432aabf'

460,16,191,13,NULL,2,481,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',3310.00000,'c06bf28d-1691-11df-97a5-7038c432aabf'

461,16,153,8,NULL,1,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2760.00000,'c06bf46c-1691-11df-97a5-7038c432aabf'

462,16,192,13,NULL,2,481,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',3320.00000,'c06bf650-1691-11df-97a5-7038c432aabf'

463,16,194,13,NULL,2,481,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',3330.00000,'c06bf82a-1691-11df-97a5-7038c432aabf'

464,16,177,11,NULL,2,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2990.00000,'c06bf956-1691-11df-97a5-7038c432aabf'

465,16,159,9,NULL,1,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2850.00000,'c06bfa8a-1691-11df-97a5-7038c432aabf'

466,16,166,11,NULL,2,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',3000.00000,'c06bfbb1-1691-11df-97a5-7038c432aabf'

467,16,173,11,NULL,2,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',3010.00000,'c06bfce1-1691-11df-97a5-7038c432aabf'

468,16,201,NULL,NULL,NULL,431,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',3070.00000,'c06bfe08-1691-11df-97a5-7038c432aabf'

469,16,202,NULL,NULL,NULL,431,NULL,NULL,1,NULL,NULL,1,'2006-02-1405:30:00',3110.00000,'c06bff37-1691-11df-97a5-7038c432aabf'

470,16,203,NULL,NULL,NULL,431,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',3090.00000,'c06c0063-1691-11df-97a5-7038c432aabf'

471,16,205,NULL,NULL,NULL,431,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',3080.00000,'c06c0193-1691-11df-97a5-7038c432aabf'

472,16,206,NULL,NULL,NULL,431,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',3120.00000,'c06c02ba-1691-11df-97a5-7038c432aabf'

473,16,207,NULL,NULL,NULL,412,NULL,NULL,1,NULL,NULL,1,'2006-02-1405:30:00',2530.00000,'c06c03e5-1691-11df-97a5-7038c432aabf'

474,16,208,NULL,NULL,NULL,412,NULL,NULL,1,NULL,NULL,1,'2006-02-1405:30:00',2540.00000,'c06c0519-1691-11df-97a5-7038c432aabf'

475,16,209,NULL,NULL,NULL,412,NULL,NULL,1,NULL,NULL,1,'2006-02-1405:30:00',2520.00000,'c06c0644-1691-11df-97a5-7038c432aabf'

476,16,210,13,NULL,1,481,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',3220.00000,'c06c0774-1691-11df-97a5-7038c432aabf'

477,16,212,5,'b',1,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2610.00000,'c06c08a0-1691-11df-97a5-7038c432aabf'

478,16,213,5,'b',NULL,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2660.00000,'c06c09e0-1691-11df-97a5-7038c432aabf'

479,16,214,3,NULL,NULL,482,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',3360.00000,'c06c0b0c-1691-11df-97a5-7038c432aabf'

480,16,217,1,NULL,1,482,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',3340.00000,'c06c0c3b-1691-11df-97a5-7038c432aabf'

481,16,216,2,NULL,NULL,482,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',3350.00000,'c06c7ae0-1691-11df-97a5-7038c432aabf'

482,16,215,5,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2510.00000,'c06c7c07-1691-11df-97a5-7038c432aabf'

483,16,218,4,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',2500.00000,'c06c7d21-1691-11df-97a5-7038c432aabf'

484,16,220,13,NULL,2,429,NULL,NULL,0,NULL,NULL,1,'2006-02-1405:30:00',3050.00000,'c06c7e8d-1691-11df-97a5-7038c432aabf'

487,16,170,11,NULL,2,429,NULL,NULL,0,1,'2006-02-1415:34:09',1,'2006-02-1415:34:09',2880.00000,'c06c7fc1-1691-11df-97a5-7038c432aabf'

488,16,307,4,NULL,2,482,NULL,NULL,0,1,'2006-02-1415:35:22',1,'2006-02-1415:35:22',3370.00000,'c06c80ec-1691-11df-97a5-7038c432aabf'

489,15,315,NULL,NULL,NULL,358,NULL,NULL,0,1,'2006-02-1502:32:49',1,'2006-02-1502:32:49',2160.00000,'c06c8220-1691-11df-97a5-7038c432aabf'

490,15,316,NULL,NULL,NULL,358,NULL,NULL,0,1,'2006-02-1502:33:55',1,'2006-02-1502:33:55',2150.00000,'c06c8350-1691-11df-97a5-7038c432aabf'

491,15,317,11,'a',1,356,NULL,NULL,0,1,'2006-02-1502:38:22',1,'2006-02-1502:38:22',1320.00000,'c06c847f-1691-11df-97a5-7038c432aabf'

492,16,316,NULL,NULL,NULL,431,NULL,NULL,0,1,'2006-02-1520:43:25',1,'2006-02-1520:43:25',3100.00000,'c06c85ab-1691-11df-97a5-7038c432aabf'

493,15,318,25,NULL,3,356,NULL,NULL,0,1,'2006-02-1601:48:10',1,'2006-02-1601:48:10',1710.00000,'c06c870e-1691-11df-97a5-7038c432aabf'

494,17,201,1,NULL,1,496,NULL,NULL,0,1,'2006-04-1603:40:55',1,'2006-04-1603:40:55',3480.00000,'c06c8828-1691-11df-97a5-7038c432aabf'

495,17,203,1,NULL,1,496,NULL,NULL,0,1,'2006-04-1603:40:58',1,'2006-04-1603:40:58',3490.00000,'c06c8947-1691-11df-97a5-7038c432aabf'

496,17,128,1,NULL,1,NULL,NULL,NULL,0,1,'2006-04-1603:36:26',1,'2006-04-1603:36:26',3410.00000,'c06c8a65-1691-11df-97a5-7038c432aabf'

497,17,114,1,NULL,1,496,NULL,NULL,0,1,'2006-04-1603:40:51',1,'2006-04-1603:40:51',3470.00000,'c06c8b88-1691-11df-97a5-7038c432aabf'

498,17,129,2,NULL,1,NULL,NULL,NULL,0,1,'2006-04-1603:39:34',1,'2006-04-1603:39:34',3420.00000,'c06c8ca2-1691-11df-97a5-7038c432aabf'

499,17,127,3,NULL,1,NULL,NULL,NULL,0,1,'2006-04-1603:39:52',1,'2006-04-1603:39:52',3430.00000,'c06c8dca-1691-11df-97a5-7038c432aabf'

500,17,218,4,NULL,2,NULL,NULL,NULL,0,1,'2006-04-1603:40:16',1,'2006-04-1603:40:16',3440.00000,'c06c8ee4-1691-11df-97a5-7038c432aabf'

501,17,215,5,NULL,2,NULL,NULL,NULL,0,1,'2006-04-1603:40:40',1,'2006-04-1603:40:40',3450.00000,'c06c9002-1691-11df-97a5-7038c432aabf'

502,17,205,1,'b',1,496,NULL,NULL,0,1,'2006-04-1603:41:53',1,'2006-04-1603:41:53',3500.00000,'c06c911d-1691-11df-97a5-7038c432aabf'

503,17,206,1,'c',1,496,NULL,NULL,0,1,'2006-04-1603:42:21',1,'2006-04-1603:42:21',3510.00000,'c06c9240-1691-11df-97a5-7038c432aabf'

505,17,202,NULL,NULL,1,496,NULL,NULL,1,1,'2006-04-1603:51:11',1,'2006-04-1603:51:11',3460.00000,'c06c935e-1691-11df-97a5-7038c432aabf'

506,17,302,2,NULL,1,496,NULL,NULL,0,1,'2006-04-1603:56:20',1,'2006-04-1603:56:20',3530.00000,'c06c9481-1691-11df-97a5-7038c432aabf'

507,17,301,2,NULL,1,496,NULL,NULL,0,1,'2006-04-1603:57:45',1,'2006-04-1603:57:45',3520.00000,'c06c95a0-1691-11df-97a5-7038c432aabf'

508,17,209,NULL,NULL,NULL,498,NULL,NULL,1,1,'2006-04-1603:59:25',1,'2006-04-1603:59:25',3540.00000,'c06c96ba-1691-11df-97a5-7038c432aabf'

509,17,207,NULL,NULL,NULL,498,NULL,NULL,1,1,'2006-04-1603:59:38',1,'2006-04-1603:59:38',3550.00000,'c06c97dd-1691-11df-97a5-7038c432aabf'

510,17,208,NULL,NULL,NULL,498,NULL,NULL,1,1,'2006-04-1603:59:57',1,'2006-04-1603:59:57',3560.00000,'c06c98fb-1691-11df-97a5-7038c432aabf'

511,17,320,3,NULL,1,499,NULL,NULL,0,1,'2006-04-1604:02:44',1,'2006-04-1604:02:44',3580.00000,'c06c9a1a-1691-11df-97a5-7038c432aabf'

512,17,321,3,NULL,1,499,NULL,NULL,0,1,'2006-04-1604:07:20',1,'2006-04-1604:07:20',3570.00000,'c06c9b34-1691-11df-97a5-7038c432aabf'

513,17,132,4,NULL,1,499,NULL,NULL,0,1,'2006-04-1604:10:53',1,'2006-04-1604:10:53',3590.00000,'c06c9c57-1691-11df-97a5-7038c432aabf'

514,17,130,6,NULL,1,499,NULL,NULL,0,1,'2006-04-1604:26:46',1,'2006-04-1604:26:46',3600.00000,'c06c9d71-1691-11df-97a5-7038c432aabf'

515,17,322,7,NULL,1,499,NULL,NULL,0,1,'2006-04-1604:13:35',1,'2006-04-1604:13:35',3610.00000,'c06c9e90-1691-11df-97a5-7038c432aabf'

516,17,139,8,NULL,1,499,NULL,NULL,0,1,'2006-04-1604:26:21',1,'2006-04-1604:26:21',3620.00000,'c06c9faf-1691-11df-97a5-7038c432aabf'

517,17,323,9,NULL,1,499,NULL,NULL,0,1,'2006-04-1604:33:02',1,'2006-04-1604:33:02',3630.00000,'c06ca0cd-1691-11df-97a5-7038c432aabf'

518,17,324,10,NULL,1,499,NULL,NULL,0,1,'2006-04-1604:33:55',1,'2006-04-1604:33:55',3640.00000,'c06ca1e7-1691-11df-97a5-7038c432aabf'

519,17,325,11,NULL,1,499,NULL,NULL,0,1,'2006-04-1604:34:26',1,'2006-04-1604:34:26',3650.00000,'c06d0fa0-1691-11df-97a5-7038c432aabf'

520,17,141,12,'a',1,499,NULL,NULL,0,1,'2006-04-1604:36:29',1,'2006-04-1604:36:29',3660.00000,'c06d10c3-1691-11df-97a5-7038c432aabf'

521,17,142,12,'a',1,499,NULL,NULL,0,1,'2006-04-1604:37:41',1,'2006-04-1604:37:41',3670.00000,'c06d11e6-1691-11df-97a5-7038c432aabf'

522,17,143,12,'a',1,525,NULL,NULL,0,1,'2006-04-1604:43:28',1,'2006-04-1604:43:28',4190.00000,'c06d1305-1691-11df-97a5-7038c432aabf'

523,17,144,12,'b',1,525,NULL,NULL,0,1,'2006-04-1604:43:52',1,'2006-04-1604:43:52',4200.00000,'c06d1423-1691-11df-97a5-7038c432aabf'

524,17,145,12,'c',1,525,NULL,NULL,0,1,'2006-04-1604:44:20',1,'2006-04-1604:44:20',4210.00000,'c06d1542-1691-11df-97a5-7038c432aabf'

525,17,217,1,NULL,NULL,501,NULL,NULL,0,1,'2006-04-1604:43:12',1,'2006-04-1604:43:12',4150.00000,'c06d1660-1691-11df-97a5-7038c432aabf'

526,17,146,12,'d',1,525,NULL,NULL,0,1,'2006-04-1604:45:04',1,'2006-04-1604:45:04',4220.00000,'c06d177f-1691-11df-97a5-7038c432aabf'

527,17,147,12,'d',1,499,NULL,NULL,0,1,'2006-04-1604:45:24',1,'2006-04-1604:45:24',3680.00000,'c06d18a6-1691-11df-97a5-7038c432aabf'

528,17,148,12,'e',1,525,NULL,NULL,0,1,'2006-04-1604:46:07',1,'2006-04-1604:46:07',4230.00000,'c06d19c9-1691-11df-97a5-7038c432aabf'

529,17,326,13,'a',1,499,NULL,NULL,0,1,'2006-04-1604:48:07',1,'2006-04-1604:48:07',3690.00000,'c06d1b4e-1691-11df-97a5-7038c432aabf'

530,17,149,13,'b',1,499,NULL,NULL,0,1,'2006-04-1604:49:36',1,'2006-04-1604:49:36',3700.00000,'c06d1c82-1691-11df-97a5-7038c432aabf'

531,17,150,13,'c',1,499,NULL,NULL,0,1,'2006-04-1604:53:48',1,'2006-04-1604:53:48',3710.00000,'c06d1db6-1691-11df-97a5-7038c432aabf'

532,17,151,13,'c',1,499,NULL,NULL,0,1,'2006-04-1604:55:21',1,'2006-04-1604:55:21',3720.00000,'c06d1ef3-1691-11df-97a5-7038c432aabf'

533,17,152,13,'c',1,499,NULL,NULL,0,1,'2006-04-1604:55:59',1,'2006-04-1604:55:59',3730.00000,'c06d202b-1691-11df-97a5-7038c432aabf'

534,17,153,13,'c',1,499,NULL,NULL,0,1,'2006-04-1604:56:29',1,'2006-04-1604:56:29',3740.00000,'c06d2163-1691-11df-97a5-7038c432aabf'

536,17,140,14,NULL,1,499,NULL,NULL,0,1,'2006-04-1604:58:37',1,'2006-04-1604:58:37',3750.00000,'c06d2b83-1691-11df-97a5-7038c432aabf'

537,17,318,15,'a',1,499,NULL,NULL,0,1,'2006-04-1605:03:34',1,'2006-04-1605:03:34',3810.00000,'c06d2caa-1691-11df-97a5-7038c432aabf'

538,17,157,15,'a',1,499,NULL,NULL,0,1,'2006-04-1605:03:38',1,'2006-04-1605:03:38',3800.00000,'c06d2dc5-1691-11df-97a5-7038c432aabf'

539,17,158,15,'a',1,499,NULL,NULL,0,1,'2006-04-1605:03:30',1,'2006-04-1605:03:30',3820.00000,'c06d2ee7-1691-11df-97a5-7038c432aabf'

540,17,159,15,'a',1,499,NULL,NULL,0,1,'2006-04-1605:03:25',1,'2006-04-1605:03:25',3830.00000,'c06d300a-1691-11df-97a5-7038c432aabf'

541,17,160,15,'a',1,499,NULL,NULL,0,1,'2006-04-1605:03:43',1,'2006-04-1605:03:43',3790.00000,'c06d312d-1691-11df-97a5-7038c432aabf'

542,17,327,15,'a',1,499,NULL,NULL,0,1,'2006-04-1605:03:47',1,'2006-04-1605:03:47',3780.00000,'c06d3250-1691-11df-97a5-7038c432aabf'

543,17,328,15,'a',1,499,NULL,NULL,0,1,'2006-04-1605:03:52',1,'2006-04-1605:03:52',3770.00000,'c06d3377-1691-11df-97a5-7038c432aabf'

544,17,161,15,'a',1,499,NULL,NULL,0,1,'2006-04-1605:03:16',1,'2006-04-1605:03:16',3760.00000,'c06d349a-1691-11df-97a5-7038c432aabf'

545,17,162,15,'b',1,499,NULL,NULL,0,1,'2006-04-1605:03:59',1,'2006-04-1605:03:59',3840.00000,'c06d35c1-1691-11df-97a5-7038c432aabf'

