provider_id,person_id,name,identifier,creator,date_created,changed_by,date_changed,retired,retired_by,date_retired,retire_reason,uuid

1,1,NULL,'admin',1,'2012-05-1517:48:39',NULL,NULL,0,NULL,NULL,NULL,'dd552fc1-1691-11df-97a5-7038c432aabf'
